"","Date","Station","Turbidity_ntu","Secchi_cm","Temp_C","SpCond_uS","DO_mgL"
"1",2012-03-08,"16",20.2,52,NA,NA,NA
"2",2012-03-08,"34",36.3,30,NA,NA,NA
"3",2012-03-08,"44",28.2,40,NA,NA,NA
"4",2012-03-08,"56",33.2,32,NA,NA,NA
"5",2012-03-08,"62",39.2,32,NA,NA,NA
"6",2012-03-08,"66",33.3,36,NA,NA,NA
"7",2012-03-08,"70",14.7,56,NA,NA,NA
"8",2012-03-08,"74",10.3,76,NA,NA,NA
"9",2012-03-08,"76",7.9,92,NA,NA,NA
"10",2012-03-08,"84",3.3,124,NA,NA,NA
"11",2012-04-03,"16",58.2,28,NA,NA,NA
"12",2012-04-03,"34",41.1,28,NA,NA,NA
"13",2012-04-03,"44",38.1,28,NA,NA,NA
"14",2012-04-03,"56",25.1,38,NA,NA,NA
"15",2012-04-03,"62",21.9,38,NA,NA,NA
"16",2012-04-03,"66",21.4,38,NA,NA,NA
"17",2012-04-03,"70",12,60,NA,NA,NA
"18",2012-04-03,"74",10.7,76,NA,NA,NA
"19",2012-04-03,"76",11,68,NA,NA,NA
"20",2012-04-03,"84",7.6,88,NA,NA,NA
"21",2012-05-08,"16",20.7,52,16.73,138,9.14
"22",2012-05-08,"34",18.4,64,16.82,137,9.31
"23",2012-05-08,"44",21.1,56,17.02,157,9.23
"24",2012-05-08,"56",26,40,17.92,308,8.97
"25",2012-05-08,"62",33.3,30,19.02,598,9.03
"26",2012-05-08,"66",30.1,32,18.88,848,9.28
"27",2012-05-08,"70",14.6,54,19.02,1043,9.06
"28",2012-05-08,"74",13.1,68,20.56,1096.33333333333,8.96
"29",2012-05-08,"76",8,100,20.38,1098,8.49
"30",2012-05-08,"84",7.3,104,21.25,1061,8.56
"31",2012-06-13,"16",16.6,62,20.61,175,8.64
"32",2012-06-13,"34",15.3,64,20.9055555555556,165,8.23
"33",2012-06-13,"44",21.5,44,20.6,172,8.03
"34",2012-06-13,"56",26.9,38,21.287037037037,220.333333333333,8.34333333333333
"35",2012-06-13,"62",32.8,30,21.26,417.5,8.505
"36",2012-06-13,"66",35.8,30,21.49,682.5,9.095
"37",2012-06-13,"70",21,40,22.8185185185185,951.333333333333,9.83666666666667
"38",2012-06-13,"74",17.9,50,23.6111111111111,1048,11.29
"39",2012-06-13,"76",13.4,60,25.055,1107,10.425
"40",2012-06-13,"84",7.1,110,24.285,1114.5,10.66
"41",2012-07-12,"16",10.6,96,22.65,125,8.025
"42",2012-07-12,"34",9.6,96,22.84,125,7.965
"43",2012-07-12,"44",14.5,74,22.6333333333333,135.666666666667,7.91
"44",2012-07-12,"56",21.1,52,22.9833333333333,196.333333333333,8.13
"45",2012-07-12,"62",33.8,36,23.24,424.666666666667,8.5
"46",2012-07-12,"66",32.6,38,23.555,674.5,8.98
"47",2012-07-12,"70",17.9,58,25.4466666666667,957,11.5333333333333
"48",2012-07-12,"74",9.7,80,27.575,1095.5,10.385
"49",2012-07-12,"76",4.7,120,26.6366666666667,1138.66666666667,9.18333333333333
"50",2012-07-12,"84",2.9,92,27.62,1062.5,10.31
"51",2012-08-13,"16",6.5,132,22.605,119.5,8.045
"52",2012-08-13,"34",6.8,116,22.395,125.5,8.025
"53",2012-08-13,"44",11.5,80,22.52,138,8.215
"54",2012-08-13,"56",15.5,64,23.52,285.333333333333,8.67
"55",2012-08-13,"62",25.5,42,24.325,519.5,9.01
"56",2012-08-13,"66",21.9,42,24.85,774,9.55
"57",2012-08-13,"70",13.6,60,25.895,961,8.745
"58",2012-08-13,"74",9.7,78,25.91,1008.5,8.955
"59",2012-08-13,"76",7.6,96,26.675,947,9.055
"60",2012-08-13,"84",6.2,96,26.9666666666667,962,12.4566666666667
"61",2012-09-11,"16",5.6,160,20.285,192,8.36
"62",2012-09-11,"34",7.3,116,20.2475,202.5,8.2325
"63",2012-09-11,"44",9.9,100,20.0366666666667,223,8.33666666666667
"64",2012-09-11,"56",14.1,72,20.735,264.5,8.515
"65",2012-09-11,"62",32.4,40,21.345,436,8.555
"66",2012-09-11,"66",35.1,36,21.455,630.5,8.91
"67",2012-09-11,"70",24.9,40,22.48,878,8.88
"68",2012-09-11,"74",16.8,62,23.3866666666667,993.333333333333,9.48333333333333
"69",2012-09-11,"76",11,72,24.4,1042.5,8.77
"70",2012-09-11,"84",4.6,126,24.44,982.5,8.77
"71",2012-10-09,"16",13.1,80,18.835,223.75,9.825
"72",2012-10-09,"34",15.4,80,18.52,150,9.33
"73",2012-10-09,"44",16.4,70,18.285,150,9.24
"74",2012-10-09,"56",26.4,40,18.3666666666667,185.666666666667,9.59666666666667
"75",2012-10-09,"62",29.4,38,19.47,387,9.7
"76",2012-10-09,"66",34.9,36,19.48,583,8.76
"77",2012-10-09,"70",33,34,20.72,833,8.42
"78",2012-10-09,"74",23,44,21.09,923,8.26
"79",2012-10-09,"76",15.7,52,21.86,979,8.53
"80",2012-10-09,"84",10.2,84,22.145,979,8.565
"81",2012-12-06,"16",86.1,18,13.2149991989136,144,7.90499973297119
"82",2012-12-06,"34",146,14,13.2549996376038,160,7.70499968528748
"83",2012-12-06,"44",188,12,13.1649994850159,160,7.42999982833862
"84",2012-12-06,"56",120,14,13.5549998283386,217.5,7.4949996471405
"85",2012-12-06,"62",30.7,34,14.0149998664856,376,9.2049994468689
"86",2012-12-06,"66",50.7,28,14.0899996757507,591.5,9.72499942779541
"87",2012-12-06,"70",29.5,38,14.2949995994568,811.5,9.64499950408936
"88",2012-12-06,"74",15.8,56,14.4149994850159,921.5,9.43499946594238
"89",2012-12-06,"76",12.4,84,14.5499997138977,1011.5,9.34499931335449
"90",2012-12-06,"84",6.3,120,14.6049995422363,1036,9.4549994468689
"91",2013-01-24,"16",13.5,88,7.67499971389771,222,10.9599995613098
"92",2013-01-24,"34",14.6,80,7.86999988555908,233,10.8999996185303
"93",2013-01-24,"44",16,68,7.91999983787537,259,10.8699994087219
"94",2013-01-24,"56",28.9,46,7.75,331,10.7149996757507
"95",2013-01-24,"62",58.9,24,7.53999972343445,510,10.8399996757507
"96",2013-01-24,"66",65.7,22,7.78499984741211,718,11.0599994659424
"97",2013-01-24,"70",39,32,8.0649995803833,882,10.9899997711182
"98",2013-01-24,"74",17.5,50,8.29499959945679,991.5,10.8649997711182
"99",2013-01-24,"76",13.7,60,8.66999912261963,1084,10.7199997901917
"100",2013-01-24,"84",11.1,86,8.84999942779541,1090,10.3849992752075
"101",2013-02-20,"16",9.1,100,10.4399995803833,220,10.5199995040894
"102",2013-02-20,"34",8.7,94,10.7099990844727,229,10.379999478658
"103",2013-02-20,"44",11.2,96,10.5849995613098,227.5,10.3749995231628
"104",2013-02-20,"56",21.5,48,10.6199998855591,354,10.4099998474121
"105",2013-02-20,"62",43.8,30,10.3149995803833,482,10.6249995231628
"106",2013-02-20,"66",54.2,20,9.96499919891357,689,10.9399995803833
"107",2013-02-20,"70",35.3,28,10.1333332061768,892.333333333333,10.9766664505005
"108",2013-02-20,"74",23,24,10.2549996376038,1025,10.9249997138977
"109",2013-02-20,"76",15.7,48,10.3549995422363,1150.5,10.9999995231628
"110",2013-02-20,"84",8.1,108,10.4499998092651,1168,11.1249995231628
"111",2013-03-27,"16",18.7,62,14.3599996566772,214,9.61249947547913
"112",2013-03-27,"34",12.8,88,14.2533330917358,205,9.6899995803833
"113",2013-03-27,"44",17.9,54,14.2366663614909,235,9.6999994913737
"114",2013-03-27,"56",15.2,60,14.6949996948242,405.5,10.0249996185303
"115",2013-03-27,"62",20.8,44,14.5699996948242,619.5,10.3849992752075
"116",2013-03-27,"66",19.1,40,14.2649998664856,835.5,10.5049996376038
"117",2013-03-27,"70",8.3,88,14.154999256134,1048,10.4849996566772
"118",2013-03-27,"74",5.5,108,14.1549997329712,1101,10.5199995040894
"119",2013-03-27,"76",4.6,132,14.5849995613098,1138,10.9799995422363
"120",2013-03-27,"84",6.3,84,15.5399996439616,1147,13.3966658910116
"121",2013-05-01,"16",56.4,28,17.8966663501881,1226,8.93666585286458
"122",2013-05-01,"34",19.1,60,18.7799976490162,230.333333333333,8.53999964396159
"123",2013-05-01,"44",19.8,50,19.4066648130064,191,8.28666623433431
"124",2013-05-01,"56",46.1,28,18.75,254,8.67999935150146
"125",2013-05-01,"62",32.8,34,18.4999974568685,463,8.9549994468689
"126",2013-05-01,"66",38.7,32,18.0266655815972,736,9.18999926249186
"127",2013-05-01,"70",22.5,44,18.6149999830458,1009.5,9.16999959945679
"128",2013-05-01,"74",19,52,18.5349973042806,1114.5,9.30999946594238
"129",2013-05-01,"76",14,64,18.5399966769748,1148.5,9.12499952316284
"130",2013-05-01,"84",9.2,96,18.4249962700738,1197,8.28999948501587
"131",2013-05-31,"16",34.5,36,19.1399976942274,259,8.6799996693929
"132",2013-05-31,"34",13.6,80,19.7959984673394,166,8.23199958801269
"133",2013-05-31,"44",14.5,74,19.9033327455874,170,8.24666627248128
"134",2013-05-31,"56",29.3,54,19.7524982028537,185,8.40749955177307
"135",2013-05-31,"62",46,24,20.0366663049769,392,8.67333285013835
"136",2013-05-31,"66",66.6,18,19.9299974794741,659.333333333333,8.84333292643229
"137",2013-05-31,"70",47,28,20.5174997117784,966,8.5724995136261
"138",2013-05-31,"74",35.1,28,20.8100001017253,1073.25,8.64999938011169
"139",2013-05-31,"76",18.1,48,21.3499973438404,1150.66666666667,9.04333305358887
"140",2013-05-31,"84",7.9,92,22.4074988894992,1172,9.93249940872192
"141",2013-06-28,"16",23.6,50,21.9649993048774,534.5,0
"142",2013-06-28,"34",9.7,98,22.5300004747179,157,7.67999982833862
"143",2013-06-28,"44",8.9,100,22.4349975585938,150,7.71499967575073
"144",2013-06-28,"56",16.8,60,23.0499988132053,189.5,8.0799994468689
"145",2013-06-28,"62",36.4,32,23.1349987453885,402,8.41999959945679
"146",2013-06-28,"66",42.2,28,23.2700008816189,685.5,8.42999982833862
"147",2013-06-28,"70",23.8,40,24.5549986097548,964.5,8.52999925613403
"148",2013-06-28,"74",17.6,52,25.8899985419379,1087.5,9.71999931335449
"149",2013-06-28,"76",8,70,25.9400007459852,1185,10.2599992752075
"150",2013-06-28,"84",6.7,100,26.499998304579,1198.5,10.2799997329712
"151",2013-08-02,"16",9.6,110,21.1899990505642,173,8.48499965667725
"152",2013-08-02,"34",9.5,100,20.9299977620443,153,8.35999965667725
"153",2013-08-02,"44",14.4,66,20.3599972195096,166.5,8.58999967575073
"154",2013-08-02,"56",18.2,60,21.8299992879232,303.5,8.87499952316284
"155",2013-08-02,"62",28.2,36,22.489997016059,537,8.97499942779541
"156",2013-08-02,"66",28.5,34,23.4049987792969,804,9.02999973297119
"157",2013-08-02,"70",16.1,54,24.7549978892008,1031.5,9.12749934196472
"158",2013-08-02,"74",14.7,58,23.8049994574653,1114,9.2049994468689
"159",2013-08-02,"76",12,64,25.8299997117784,1172,9.18499946594238
"160",2013-08-02,"84",6.5,120,25.9149996439616,1156,8.71999931335449
"161",2013-09-06,"16",15.9,64,21.6766639992043,262.333333333333,8.08333285649618
"162",2013-09-06,"34",8.1,119,21.6500006781684,187,7.91499972343445
"163",2013-09-06,"44",11.3,90,21.3249990675184,190.5,8.01499938964844
"164",2013-09-06,"56",16.5,48,22.0399983723958,317,8.36499977111816
"165",2013-09-06,"62",29.6,28,22.1949979994032,516.5,8.48999977111816
"166",2013-09-06,"66",32.1,27,22.2600004408095,744,8.42999935150146
"167",2013-09-06,"70",18.8,51,22.9049979315864,989,8.20999956130981
"168",2013-09-06,"74",15.1,48,23.3199988471137,1069,8.14499950408936
"169",2013-09-06,"76",11.9,62,24.2999988132053,1087,8.28499984741211
"170",2013-09-06,"84",6.9,82,24.6699990166558,1069,8.86999988555908
"171",2013-11-05,"16",29.2,40,14.5399983723958,1481,9.52999973297119
"172",2013-11-05,"34",8.4,104,13.9449999067518,178.5,9.28999948501587
"173",2013-11-05,"44",11.3,80,13.48999871148,181,9.47999954223633
"174",2013-11-05,"56",10.2,78,14.259999593099,240,9.67999935150146
"175",2013-11-05,"62",21.5,44,14.5333325421369,425,9.91999912261963
"176",2013-11-05,"66",31.4,38,14.4049983554416,633.5,10.1099996566772
"177",2013-11-05,"70",18.4,48,15.1199987199571,877.5,9.86999940872192
"178",2013-11-05,"74",14.9,52,15.3549999660916,995.5,9.85499954223633
"179",2013-11-05,"76",11,44,15.8899985419379,1068.5,9.68499946594238
"180",2013-11-05,"84",7.9,62,16.5433318526657,1137.66666666667,9.58333301544189
"181",2014-01-31,"16",24.7,48,10.6233321295844,3745.66666666667,10.1833327611287
"182",2014-01-31,"34",8.4,140,10.8149994744195,330.5,10.0249996185303
"183",2014-01-31,"44",7.7,130,10.8999994066026,261.5,10.0849995613098
"184",2014-01-31,"56",15.9,66,10.4349994659424,307,10.409999370575
"185",2014-01-31,"62",42.1,28,10.0233332316081,442.333333333333,10.6966660817464
"186",2014-01-31,"66",70.6,24,9.74666595458984,654,10.8466663360596
"187",2014-01-31,"70",37.4,28,9.65999921162923,1023,10.6099996566772
"188",2014-01-31,"74",24.6,44,9.77499855889214,1194.5,10.5199995040894
"189",2014-01-31,"76",12.4,80,9.96999846564399,1257,10.5149993896484
"190",2014-01-31,"84",8.7,88,10.379998948839,1304.5,10.9799995422363
"191",2014-03-06,"16",19,60,13.9299986097548,301.5,8.28999996185303
"192",2014-03-06,"34",39.1,28,13.4450001186795,253.5,8.06999969482422
"193",2014-03-06,"44",45.1,28,13.4400007459852,252,8.0649995803833
"194",2014-03-06,"56",24.2,42,14.0249994066026,332,8.56999969482422
"195",2014-03-06,"62",31.9,30,14.1049999660916,475,9.60999965667725
"196",2014-03-06,"66",47.2,24,13.6899990505642,708.666666666667,10
"197",2014-03-06,"70",23.4,40,13.8549995422363,1024.5,10.0899991989136
"198",2014-03-06,"74",14.3,54,13.8149992624919,1152,10.1699991226196
"199",2014-03-06,"76",10.1,68,14.1649987962511,1230,10.3999996185303
"200",2014-03-06,"84",7.8,92,14.1099993387858,1268.33333333333,10.7299995422363
"201",2014-04-07,"16",16.1,66,14.2866665522257,213,8.95999908447266
"202",2014-04-07,"34",12.6,76,14.2099994023641,207,9.06666628519694
"203",2014-04-07,"44",12.4,80,14.4633328119914,212.666666666667,3.02999973297119
"204",2014-04-07,"56",18.5,58,15.9566663106283,312.666666666667,9.28666623433431
"205",2014-04-07,"62",17.8,50,16.5366655985514,440.666666666667,9.68333276112874
"206",2014-04-07,"66",23.5,40,16.0299997329712,686.666666666667,10.1133330663045
"207",2014-04-07,"70",13.5,60,16.7599989573161,988.333333333333,10.3366661071777
"208",2014-04-07,"74",9.6,66,17.3866659800212,1145,10.3133328755697
"209",2014-04-07,"76",8.5,78,17.8533318837484,1225.66666666667,10.3233327865601
"210",2014-04-07,"84",6.2,100,18.9199994405111,1234.66666666667,10.7699995040894
"211",2014-05-12,"16",37.8,30,18.3999996185303,403,8.77666632334391
"212",2014-05-12,"34",12.9,66,18.9199981689453,222.666666666667,8.4399995803833
"213",2014-05-12,"44",19.4,50,18.5699990590413,243,8.48999977111816
"214",2014-05-12,"56",29.7,28,19.5833320617676,415.666666666667,8.82666651407878
"215",2014-05-12,"62",42.7,24,19.5233325958252,656.333333333333,9.19999917348226
"216",2014-05-12,"66",39,24,20.2099997202555,905.666666666667,9.59333260854085
"217",2014-05-12,"70",24.9,32,19.9066664377848,1113,9.32666651407878
"218",2014-05-12,"74",18.3,40,20.4933325449626,1188,9.69666639963786
"219",2014-05-12,"76",11.3,60,20.6199989318848,1225.66666666667,9.64333279927572
"220",2014-05-12,"84",9.1,64,20.5833326975505,1283,9.68333276112874
"221",2014-06-24,"16",33.8,40,21.6599998474121,843,8.07499980926514
"222",2014-06-24,"34",13.4,70,21.8699989318848,185,7.70999956130981
"223",2014-06-24,"44",18.5,56,21.5366655985514,188.666666666667,8.0133326848348
"224",2014-06-24,"56",17.3,48,22.5899991989136,322.5,8.5799994468689
"225",2014-06-24,"62",26.8,36,22.2866655985514,563,8.60999965667725
"226",2014-06-24,"66",27.6,36,23.5099983215332,802.5,8.60499954223633
"227",2014-06-24,"70",15.7,48,24.649998664856,1090.5,9.02999973297119
"228",2014-06-24,"74",14.1,60,23.2049989700317,1157.5,9.44999933242798
"229",2014-06-24,"76",9.5,92,25.1799993515015,1249.5,10.9399995803833
"230",2014-06-24,"84",4.6,120,25.979998588562,1286.5,9.74499940872192
"231",2014-07-30,"16",14.9,60,22.25,3802,8.2649998664856
"232",2014-07-30,"34",13.1,70,23.5499992370605,320,7.69999957084656
"233",2014-07-30,"44",8.7,96,23.8249998092651,176,7.39999985694885
"234",2014-07-30,"56",10.6,78,23.5299987792969,240.5,8.23999977111816
"235",2014-07-30,"62",22,48,23.2599992752075,457.5,8.56999969482422
"236",2014-07-30,"66",29.3,36,23.3449983596802,693.5,8.3899998664856
"237",2014-07-30,"70",13.4,54,24.4099988937378,990,8.77499961853027
"238",2014-07-30,"74",12.2,60,24.6799993515015,1092.5,8.72499990463257
"239",2014-07-30,"76",9.24,68,25.399998664856,1206.5,9.39999961853027
"240",2014-07-30,"84",5.12,120,26.2499990463257,1299,8.8299994468689
"241",2014-08-28,"16",NA,54,20.8299999237061,2668.5,8.73999977111816
"242",2014-08-28,"34",NA,102,22.0449991226196,219.5,8.19999933242798
"243",2014-08-28,"44",NA,108,22.0449991226196,192,8.04499959945679
"244",2014-08-28,"56",NA,78,21.8499984741211,280,8.90499973297119
"245",2014-08-28,"62",NA,22,21.649998664856,461.5,8.88499975204468
"246",2014-08-28,"66",NA,22,21.8149995803833,699.5,8.85999965667725
