"","Date","Station","Turbidity_ntu","Secchi_cm","Temp_C","SpCond_uS","DO_mgL"
"503",2017-04-05,"44",16.8,68,15.33,230,9.93
"504",2017-04-05,"56",17.4,58,16.0866666666667,307,9.88333333333333
"505",2017-04-05,"62",20.7,48,16.7333333333333,694.333333333333,9.48333333333333
"506",2017-04-05,"66",19.7,46,16.96,870.666666666667,9.57333333333333
"507",2017-04-05,"70",16.9,50,16.9375,885.75,9.315
"508",2017-04-05,"74",16.2,56,17.4,875.666666666667,9.16333333333333
"509",2017-04-05,"76",13.6,68,17.36,867,9.1275
"510",2017-04-05,"84",9.5,92,17.355,803,10.14
"511",2017-05-17,"16",9.6,100,15.535,117,9.79
"512",2017-05-17,"34",10.1,92,15.215,100,9.945
"513",2017-05-17,"44",10.3,92,15.58,113,9.84
"514",2017-05-17,"56",12.2,68,17.405,293,9.3
"515",2017-05-17,"62",20,46,19.1266666666667,687.333333333333,9.03
"516",2017-05-17,"66",28.5,30,19.04,859,9.11
"517",2017-05-17,"70",21.9,44,19.6,868,8.665
"518",2017-05-17,"74",18,48,19.77,850,8.73
"519",2017-05-17,"76",11.9,72,19.95,810,8.365
"520",2017-05-17,"84",6.4,134,20.065,741.5,8.295
"521",2017-06-19,"16",8.2,118,21.38,126,8.46
"522",2017-06-19,"34",8.1,116,21.69,136,8.245
"523",2017-06-19,"44",8.1,96,22.21,164,8.14
"524",2017-06-19,"56",9.5,96,23.1366666666667,254.666666666667,8.39333333333333
"525",2017-06-19,"62",13.7,60,23.98,520.5,9.49
"526",2017-06-19,"66",17.5,52,25.28,741,10.28
"527",2017-06-19,"70",12.3,62,26.64,846,9.46
"528",2017-06-19,"74",10,68,26.7133333333333,851,9.05333333333333
"529",2017-06-19,"76",8.9,80,26.97,833.5,8.7
"530",2017-06-19,"84",6.2,130,26.7066666666667,807.666666666667,8.69666666666667
"531",2017-07-20,"16",11.4,96,23.3333333333333,127,7.94666666666667
"532",2017-07-20,"34",7,136,22.9933333333333,126,7.925
"533",2017-07-20,"44",8.5,108,22.7816666666667,144,7.91333333333333
"534",2017-07-20,"56",12,76,24.0857142857143,264.142857142857,8.27428571428571
"535",2017-07-20,"62",17.8,46,24.2757142857143,477.857142857143,8.41285714285714
"536",2017-07-20,"66",25.9,38,24.6128571428571,665.142857142857,8.60285714285714
"537",2017-07-20,"70",16.4,44,25.3385714285714,811.571428571429,8.67857142857143
"538",2017-07-20,"74",13.4,68,25.83,858.666666666667,8.83833333333333
"539",2017-07-20,"76",11.9,68,26.28,886.571428571429,8.83428571428571
"540",2017-07-20,"84",3.6,180,26.725,896.125,8.3675
"541",2017-08-24,"16",16.4,83,21.05,153.666666666667,8.48
"542",2017-08-24,"34",7.8,132,21.58,131,8.14
"543",2017-08-24,"44",5.8,148,21.48,134,8.03
"544",2017-08-24,"56",14.3,68,21.9233333333333,219,8.24666666666667
"545",2017-08-24,"62",32.4,36,22.2166666666667,413,8.27
"546",2017-08-24,"66",52.5,28,22.525,604.5,8.29
"547",2017-08-24,"70",25.4,36,23.4533333333333,798,7.91333333333333
"548",2017-08-24,"74",17.4,50,24.26,856,8.03
"549",2017-08-24,"76",13.1,72,24.94,880.5,7.87
"550",2017-08-24,"84",4.2,154,25.47,858.666666666667,8.04666666666667
"551",2017-09-26,"16",8.1,128,18.1366666666667,129,8.8
"552",2017-09-26,"34",5,180,17.66,123,9.02
"553",2017-09-26,"44",4.9,184,17.555,123,8.98
"554",2017-09-26,"56",4.5,172,18.9433333333333,153.333333333333,9.08333333333333
"555",2017-09-26,"62",9.7,84,20.9,321,8.715
"556",2017-09-26,"66",21.6,44,21.09,536,8.93333333333333
"557",2017-09-26,"70",14.3,60,21.7933333333333,736.666666666667,8.84666666666667
"558",2017-09-26,"74",9.3,84,22.0166666666667,791.666666666667,8.73
"559",2017-09-26,"76",6.9,108,22.36,790.666666666667,8.47333333333333
"560",2017-09-26,"84",4.4,140,22.48,764,8.2
"561",2017-11-02,"16",NA,208,16.6533330281576,131,8.74666627248128
"562",2017-11-02,"34",NA,256,16.535,134,8.745
"563",2017-11-02,"44",NA,208,16.2833333333333,138,8.75666666666667
"564",2017-11-02,"56",NA,136,16.6733333333333,218.333333333333,8.97333333333333
"565",2017-11-02,"62",NA,68,16.75,359.333333333333,9.13
"566",2017-11-02,"66",NA,44,16.75,514.5,9.22
"567",2017-11-02,"70",NA,64,17.02,681.5,9.055
"568",2017-11-02,"74",NA,84,17.03,750,8.975
"569",2017-11-02,"76",NA,160,17.175,786,9.1
"570",2017-11-02,"84",NA,260,17.5,784,9.06333333333333
"571",2017-12-18,"16",11.8,100,9.25,261,10.74
"572",2017-12-18,"34",16.8,60,9.1,170,10.65
"573",2017-12-18,"44",24.6,52,9.03666666666667,174,10.6733333333333
"574",2017-12-18,"56",28.2,46,9.615,232,10.41
"575",2017-12-18,"62",57.3,24,10.115,345,10.46
"576",2017-12-18,"66",109,16,10.05,487,10.7233333333333
"577",2017-12-18,"70",69.2,24,10.5433333333333,653,10.66
"578",2017-12-18,"74",36.9,34,10.67,780.5,10.69
"579",2017-12-18,"76",13.3,68,11.3833333333333,936.666666666667,10.64
"580",2017-12-18,"84",5.3,160,11.93,1020.5,10.455
"581",2018-01-30,"16",10.3,98,9.97333333333333,183,10.33
"582",2018-01-30,"34",10.5,100,10.05,189,10.425
"583",2018-01-30,"44",8.5,116,10.2233333333333,209.333333333333,10.42
"584",2018-01-30,"56",9.9,100,10.39,248.666666666667,10.28
"585",2018-01-30,"62",26.4,40,10.36,360.5,10.235
"586",2018-01-30,"66",53.1,26,10.1866666666667,502,10.53
"587",2018-01-30,"70",33.5,36,10.5366666666667,677,10.6
"588",2018-01-30,"74",12.4,74,10.7966666666667,825.666666666667,10.7866666666667
"589",2018-01-30,"76",4.5,184,11.205,976.5,11.21
"590",2018-01-30,"84",4.3,220,11.54,1042,12.2866666666667
"591",2018-03-05,"16",9,108,9.885,204,10.355
"592",2018-03-05,"34",11.1,100,9.82,199,10.24
"593",2018-03-05,"44",13.8,72,9.76,209,10.41
"594",2018-03-05,"56",22.5,48,10.235,310,10.785
"595",2018-03-05,"62",59.5,20,10.26,427,10.9
"596",2018-03-05,"66",86.9,18,10.185,578,11.025
"597",2018-03-05,"70",32.3,32,10.38,811,11.04
"598",2018-03-05,"74",17.3,52,10.8233333333333,956,11.1366666666667
"599",2018-03-05,"76",8.9,94,10.7533333333333,1043,10.7466666666667
"600",2018-03-05,"84",3.6,200,11.3433333333333,1048,10.6866666666667
"601",2018-04-02,"16",15.7,80,14.545,142,9.475
"602",2018-04-02,"34",13.2,88,14.73,142,9.5
"603",2018-04-02,"44",11,100,14.8433333333333,158.666666666667,9.40666666666667
"604",2018-04-02,"56",21.2,46,15.3766666666667,286.333333333333,9.4
"605",2018-04-02,"62",57.6,24,15.5333333333333,454,9.58333333333333
"606",2018-04-02,"66",57.2,20,16.12,649,9.80333333333333
"607",2018-04-02,"70",17.8,44,16.52,869.333333333333,9.99
"608",2018-04-02,"74",12.1,60,16.97,939.666666666667,10.26
"609",2018-04-02,"76",7.8,90,16.6833333333333,980.333333333333,11.0666666666667
"610",2018-04-02,"84",3.7,168,17.565,860,12.625
"611",2018-05-07,"16",10.3,100,17.855,177,9.135
"612",2018-05-07,"34",3.7,260,18.26,174,9.03
"613",2018-05-07,"44",4.6,266,18.4866666666667,170,8.92333333333333
"614",2018-05-07,"56",8.2,94,18.9766666666667,233.333333333333,9.17333333333333
"615",2018-05-07,"62",19.7,48,19.345,421.5,9.355
"616",2018-05-07,"66",48.6,24,19.97,673,9.54333333333333
"617",2018-05-07,"70",48.7,22,20.4633333333333,865.333333333333,9.55
"618",2018-05-07,"74",29.9,32,20.9666666666667,935.666666666667,9.65333333333333
"619",2018-05-07,"76",9.7,76,21.465,967,10.08
"620",2018-05-07,"84",3.5,172,21.595,938,10.87
"621",2018-06-06,"16",8.5,116,20.8666666666667,161,8.33333333333333
"622",2018-06-06,"34",3.7,208,21.21,146,8.03333333333333
"623",2018-06-06,"44",2.4,226,21.1766666666667,147,7.90333333333333
"624",2018-06-06,"56",6.3,130,20.9433333333333,181.333333333333,8.31666666666667
"625",2018-06-06,"62",11.2,80,21.205,369.5,8.67
"626",2018-06-06,"66",18.7,52,20.9333333333333,598,8.97333333333333
"627",2018-06-06,"70",13.7,54,21.25,856.666666666667,8.92
"628",2018-06-06,"74",11.1,72,21.385,913,8.95
"629",2018-06-06,"76",7.9,100,21.995,958,9.13
"630",2018-06-06,"84",4.18,200,23.33,1030.5,9.055
"631",2018-07-12,"16",14.2,80,22.44,187,8.285
"632",2018-07-12,"34",8,156,22.78,129,7.82
"633",2018-07-12,"44",8.3,130,22.335,134,7.775
"634",2018-07-12,"56",20.1,56,23.295,226,8.265
"635",2018-07-12,"62",41.8,32,23.265,429,8.335
"636",2018-07-12,"66",49.3,26,23.6933333333333,644,8.37
"637",2018-07-12,"70",24.7,40,24.81,859,8.25
"638",2018-07-12,"74",13.4,70,25.625,939.5,8.715
"639",2018-07-12,"76",8.24,104,26.1233333333333,999.666666666667,8.70333333333333
"640",2018-07-12,"84",5.3,190,26.7925,1062,10.515
"641",2018-08-16,"16",19.4,46,21.4263916015625,903.987731933594,8.35386943817139
"642",2018-08-16,"34",3.8,200,21.7199993133545,156.5,8.24999952316284
"643",2018-08-16,"44",3.8,188,21.5999984741211,156,8.1299991607666
"644",2018-08-16,"56",5.7,130,21.8199996948242,187,8.58999919891357
"645",2018-08-16,"62",15.8,56,22.7149991989136,338.5,8.62499952316284
"646",2018-08-16,"66",29.9,32,22.9699993133545,556,8.52999973297119
"647",2018-08-16,"70",14.3,60,24.2899990081787,789,8.39999961853027
"648",2018-08-16,"74",12,72,24.8899993896484,885.5,8.58999967575073
"649",2018-08-16,"76",9.2,84,25.7999992370605,978.5,8.65999937057495
"650",2018-08-16,"84",5.3,124,26.8699989318848,1048,8.3799991607666
"651",2018-09-19,"16",3.4,232,19.35,174,8.47
"652",2018-09-19,"34",3.4,228,19.2233333333333,182,8.56
"653",2018-09-19,"44",3.3,224,19.335,219,8.98
"654",2018-09-19,"56",5.2,168,19.835,237.5,8.795
"655",2018-09-19,"62",14.5,70,20.345,347,8.645
"656",2018-09-19,"66",19.6,48,20.4633333333333,495,8.85
"657",2018-09-19,"70",12.6,60,21.19,711,8.84333333333333
"658",2018-09-19,"74",8.2,80,21.7066666666667,849.666666666667,8.84666666666667
"659",2018-09-19,"76",6.2,104,22.405,991,8.885
"660",2018-09-19,"84",3.5,148,23.165,1055,9
"661",2018-10-18,"16",5,174,17.33,244,8.66
"662",2018-10-18,"34",3.2,240,17.27,155,8.67666666666667
"663",2018-10-18,"44",3.6,252,17.19,160,8.94
"664",2018-10-18,"56",5.9,156,17.1825,177.75,8.9425
"665",2018-10-18,"62",19.5,56,17.8225,297.75,8.54
"666",2018-10-18,"66",39.9,28,17.9566666666667,457.333333333333,8.88
"667",2018-10-18,"70",19.2,44,18.5666666666667,668,8.86
"668",2018-10-18,"74",12.4,68,18.745,815,9.15
"669",2018-10-18,"76",4.7,120,19.77,975.666666666667,9.32666666666667
"670",2018-10-18,"84",3.4,152,20.2633333333333,1001.33333333333,8.88666666666667
"671",2018-12-20,"16",5.6,188,10.94,282.5,9.54
"672",2018-12-20,"34",8.5,168,11.1,209,9.44666666666667
"673",2018-12-20,"44",7.7,148,11.12,217,9.39666666666667
"674",2018-12-20,"56",13.8,100,11.06,229,9.39
"675",2018-12-20,"62",27.3,46,11.1,303,9.54666666666667
"676",2018-12-20,"66",74.3,24,11.28,445.666666666667,10.0833333333333
"677",2018-12-20,"70",61,28,11.4,636.333333333333,10.19
"678",2018-12-20,"74",29,40,11.62,795.666666666667,10.0133333333333
"679",2018-12-20,"76",17.8,68,11.9066666666667,944,10.09
"680",2018-12-20,"84",5.3,160,12.1733333333333,1083,10.24
"681",2019-01-30,"16",29.5,48,10.6266666666667,229,8.96666666666667
"682",2019-01-30,"34",29.8,52,10.94,248,8.71333333333333
"683",2019-01-30,"44",36.5,50,10.87,241,8.83
"684",2019-01-30,"56",32,46,11.2166666666667,291,8.27333333333333
"685",2019-01-30,"62",50.4,30,10.95,339,9.32666666666667
"686",2019-01-30,"66",56.8,20,11.0666666666667,496.666666666667,10.22
"687",2019-01-30,"70",44.2,32,11.4,707.333333333333,10.4966666666667
"688",2019-01-30,"74",17,68,11.6333333333333,885.666666666667,10.4966666666667
"689",2019-01-30,"76",9.1,92,12.22,979.666666666667,11.4733333333333
"690",2019-01-30,"84",7.3,108,12.8233333333333,899.666666666667,12.52
"691",2019-02-28,"16",58.1,28,9.26,115,11.1466666666667
"692",2019-02-28,"34",65.3,20,9.63,159,10.9566666666667
"693",2019-02-28,"44",101,18,10.23,220.333333333333,10.4466666666667
"694",2019-02-28,"56",67,24,9.96666666666667,243,10.5766666666667
"695",2019-02-28,"62",44.8,30,10.23,468.666666666667,10.7033333333333
"696",2019-02-28,"66",33.4,34,10.8133333333333,674.666666666667,10.9733333333333
"697",2019-02-28,"70",15.1,64,10.785,852,10.895
"698",2019-02-28,"74",12,86,11.4533333333333,933.333333333333,10.88
"699",2019-02-28,"76",12.4,100,11.3366666666667,938,10.8433333333333
"700",2019-02-28,"84",5.9,176,11.1266666666667,799,10.9733333333333
"701",2019-03-28,"16",12.5,84,13.0533333333333,239,10.0333333333333
"702",2019-03-28,"34",14.1,80,12.6133333333333,207,10.3
"703",2019-03-28,"44",13.5,80,13.47,281,9.97333333333333
"704",2019-03-28,"56",14.6,80,13.8433333333333,317.333333333333,9.88666666666667
"705",2019-03-28,"62",18.7,60,14.45,620.333333333333,9.75
"706",2019-03-28,"66",15.4,62,14.4233333333333,832,10.0566666666667
"707",2019-03-28,"70",8.9,108,14.6233333333333,873,10.1766666666667
"708",2019-03-28,"74",7.2,132,14.5366666666667,890,9.99333333333333
"709",2019-03-28,"76",5.3,154,14.3333333333333,881,10.1633333333333
"710",2019-03-28,"84",3.8,144,14.5525,703.25,13.2525
"711",2019-04-24,"16",8.1,114,16.8133333333333,167.666666666667,9.35333333333333
"712",2019-04-24,"34",19,88,16.59,142.666666666667,9.55666666666667
"713",2019-04-24,"44",14.5,88,16.3066666666667,148,9.48333333333333
"714",2019-04-24,"56",13.8,68,19.3933333333333,386.333333333333,9.13666666666667
"715",2019-04-24,"62",22.6,40,20.0933333333333,734,9.48
"716",2019-04-24,"66",23.6,40,21.0866666666667,882,9.77666666666667
"717",2019-04-24,"70",14.6,72,22.27,910.5,9.53
"718",2019-04-24,"74",11.5,76,21.89,872.333333333333,9.54
"719",2019-04-24,"76",6.1,132,22.26,817.666666666667,10.0566666666667
"720",2019-04-24,"84",2.6,244,22.2033333333333,693.333333333333,10.2333333333333
"721",2019-05-29,"16",9.17,112,16.9833333333333,126,9.21333333333333
"722",2019-05-29,"34",9.34,132,17.1866666666667,155.666666666667,9.13333333333333
"723",2019-05-29,"44",7.5,148,17.74,240.666666666667,9.08
"724",2019-05-29,"56",8.3,112,19.19,366.333333333333,9.22333333333333
"725",2019-05-29,"62",15.3,56,19.6366666666667,615.666666666667,9.15
"726",2019-05-29,"66",18.4,50,19.9066666666667,795.333333333333,9.40666666666667
"727",2019-05-29,"70",16.1,56,20.8066666666667,882.666666666667,9.24666666666667
"728",2019-05-29,"74",14.8,60,21.4866666666667,903.666666666667,9.26666666666667
"729",2019-05-29,"76",11.1,80,20.9466666666667,900.333333333333,9.34333333333333
"730",2019-05-29,"84",5.04,144,21.64,828.666666666667,9.79333333333333
"731",2019-06-27,"16",8.1,130,21.165,128,8.175
"732",2019-06-27,"34",7.6,130,20.97,129.5,8.185
"733",2019-06-27,"44",10.8,96,20.79,151,8.17
"734",2019-06-27,"56",25,56,21.57,232.5,8.31
"735",2019-06-27,"62",34.3,42,22.6,479,8.34
"736",2019-06-27,"66",44.8,36,23.38,701,8.83
"737",2019-06-27,"70",31.2,48,24.42,859,8.56
"738",2019-06-27,"74",21.6,56,25.28,905,8.57
"739",2019-06-27,"76",13.1,92,25.76,925,8.24
"740",2019-06-27,"84",5.1,160,25.93,872,8.49
"741",2019-07-30,"16",19,88,23.5125,132,7.9325
"742",2019-07-30,"34",8,148,23.0666666666667,127,7.61
"743",2019-07-30,"44",8.1,120,22.64,143,7.63666666666667
"744",2019-07-30,"56",27.2,56,23.915,278.75,8.2275
"745",2019-07-30,"62",47.2,30,23.875,503,8.06
"746",2019-07-30,"66",51.3,32,24.3666666666667,687.666666666667,8.07333333333333
"747",2019-07-30,"70",23.7,46,25.1633333333333,847,7.9
"748",2019-07-30,"74",17.9,56,25.6133333333333,918.666666666667,7.93333333333333
"749",2019-07-30,"76",11.9,82,26.5066666666667,991,8.07333333333333
"750",2019-07-30,"84",5.2,152,26.63,1068,7.84666666666667
"751",2019-08-27,"16",6.1,140,22.455,137,8.05
"752",2019-08-27,"34",5.7,192,22.28,142,7.9
"753",2019-08-27,"44",4.9,152,22.42,150,7.8
"754",2019-08-27,"56",5,148,24.1,220,8.48
"755",2019-08-27,"62",13.6,62,24.7,393.5,8.275
"756",2019-08-27,"66",21,40,25.15,579,8.205
"757",2019-08-27,"70",12.7,56,26.75,802,8.34
"758",2019-08-27,"74",7.6,84,26.455,903,8.435
"759",2019-08-27,"76",5,128,28.3,974,8.11
"760",2019-08-27,"84",2.1,268,28.26,1017,8.46
"761",2019-10-22,"16",5.4,180,16.12,19050.5,8.625
"762",2019-10-22,"34",3.6,216,16.19,137.333333333333,9.10666666666667
"763",2019-10-22,"44",4.8,200,16.1333333333333,136,9.11333333333333
"764",2019-10-22,"56",6.3,152,16.49,152,9.27
"765",2019-10-22,"62",15,76,17.26,306.5,9.12
"766",2019-10-22,"66",22.8,40,17.65,494,9.185
"767",2019-10-22,"70",22.5,46,17.94,730.5,9.1
"768",2019-10-22,"74",12,80,18.46,872,9.18
"769",2019-10-22,"76",6.5,112,18.995,985.5,9.32
"770",2019-10-22,"84",2.8,172,19.45,1022,9.285
